nom,image,lien,ville,categorie,note,nombre_de_votes,prix,description
City game digital à Nice - Jeu de piste et défis,https://www.babasport.fr/images/uploads/activity_attachment/path/33951/Photo_de_groupe_12__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/7046-city-game-digital-nice-jeu-interactif-culturef-competitif,Nice,Activités insolites,4.0,2,14 €,"
Envie de vivre une expérience excitante en autonomie en explorant la ville ? Que ce soit à travers une balade culturelle ou en relevant des défis palpitants en compétition, découvrez une activité idéale pour des sorties entre amis ou en famille mais aussi pour des Team Building pour renforcer la cohésion d'équipe, stimuler la communication et mettre en avant votre marque employeur !
On vous propose 2 modes de jeu aussi divertissants les uns que les autres, à vous de choisir :

City game culturel et convivial : balade culturelle pour ceux qui cherchent à parcourir la ville tranquillement. Vous découvrirez le centre et visiterez les différents points d'intérêts intégrés à notre plateforme de jeu. Chaque point d'intérêt contiendra un descriptif culturel et historique et des défis en lien avec le lieu visité (patrimoine, culture générale, anecdotes insolites et actualité liée à la ville) ;
City game compétitif et challengeant : si vous êtes de grands compétiteurs, vous devez choisir cette option. Plus de 30 étapes et autant de challenges, une course contre la montre vous attend, comme le format culturel mais avec un fonctionnement plus compétitif et sportif. Vous aurez un temps limité pour vous rendre sur certaines balises, rencontrer des challenges pour les relever avec tactique et stratégie. L'objectif : réaliser le plus de défis possible en un minimum de temps ! (bonus, malus, questions funs et décalées). Préparez-vous à une bonne dose d'adrénaline !

Ce qu'il faut savoir :- Les défis qui vous attendent : QCM, questions ouvertes, blind-tests, défis photo...- 2 à 5 personnes par équipe.- L'activité se fait avec vos smartphones/tablettes sur demande pour les entreprises.- 1h30 à 3h d'activité. 
Activité possible à faire en Français et en Anglais.
"
Rallye gourmand à Nice - City game digital,https://www.babasport.fr/images/uploads/activity_attachment/path/34654/Gourmand_int%C3%A9rieur_4__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/7132-rallye-gourmand-nice-particuliers-team-building,Nice,Activités insolites,4.0,2,33 €,"
Plongez dans l'univers délicieux de la cuisine en vous lançant dans des défis excitants directement depuis vos smartphones et ce, tout au long de votre parcours. Explorez les délices culinaires de la région tout en parcourant la ville ! Entre les arrêts dégustations et les défis ludiques et gourmands, vous allez devoir faire preuve d'esprit d'équipe tout au long de l'activité ! Chaque défi ajoutera une touche ludique à votre aventure gastronomique.Le principe est simple : 
- Vous serez en équipes composées de 2 à 5 personnes.- Chaque équipe évolue en autonomie et arpente les rues grâce à la géolocalisation. Vous vous rendez sur les points d'intérêt pour accéder aux différents défis.
Ce qui vous attend : 

1 à 2 Arrêts dégustations sur le parcours ;
Quiz et QCM ;
Blind test ;
Défis photos sur la gastronomie ;
Culture générale, anecdotes insolites, actualités gourmandes liées à la ville ;
Défis fun et créatifs !
Expérience gastronomique et compétitive : chaque équipe joue avec l’objectif de remporter le plus de points.

Laissez votre appétit vous guider dans ce rallye culinaire qui vous réserve de délicieuses surprises et des défis à relever. À vos fourchettes, prêts, partez !
"
Escape game en extérieur - Île Saint-Louis à Paris ,https://www.babasport.fr/images/uploads/activity_attachment/path/4827/arsene-lupin-jeu-de-piste-sur-l-ile-saint-louis-a-paris-2.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/1252-jeu-de-piste-sur-l-ile-saint-louis-a-paris,Paris,Activités urbaines,4.54,87,29 €,"
Le dernier secret d'Arsène Lupin.
1923 : Une fiole ayant appartenu au présumé alchimiste Nicolas Flamel a été volée par le cambrioleur multirécidiviste Arsène Lupin, dans l’hôtel particulier de la comtesse Cagliostro au 24 quai d’Orléans. Le commissaire Lenormand chargé de l’enquête en est persuadé : « Ce n’est pas la fiole qui a de la valeur, mais ce qu’elle contient. »
2023 : Cette fiole est toujours cachée sur l’île Saint-Louis. Vous devrez mettre à profit tous vos talents d’enquêteur chevronné pour enfin la retrouver et découvrir son secret.
En arpentant l’île, vous découvrirez son histoire et ses mystères : le club des Haschischins où se rencontraient Baudelaire, Théophile Gautier et Alexandre Dumas; la maison du Centaure où habitait Aurélien, héros du roman éponyme d’Aragon; la rue de la femme sans Teste…
Votre enquête peut se dérouler en diurne ou en nocturne. Nous vous attendons pour nous aider à dévoiler le dernier secret d’Arsène Lupin
Chaque équipe reçoit un livret de jeu sous la forme d’une réplique du journal d’époque « le sémaphore » et une carte de l’île Saint-Louis, explorera 15 lieux et accédera peut-être à l'immortalité ! 20% d'équipes victorieuses.
"
Atelier Top Chef : que la meilleure brigade gagne - Team Building,https://www.babasport.fr/images/uploads/activity_attachment/path/9365/atelier-top-chef-paris-75.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/2201-atelier-top-chef-paris-75,Paris,Activités urbaines,4.0,1,168 €,"
Durant cet atelier Top chef, vous devrez surtout faire preuve (par équipe de 3 à 5 personnes) de créativité et d'organisation.
Le chef sera en support pour vous accompagner et vous aider techniquement, et forcément pour noter la brigade la plus talentueuse (préparation, dressage et goût).Venez travailler avec des beaux produits, de saison, locaux et bios si possible !
À noter que le lieu est entièrement éco responsable et bénéficie d'un nouveau design chaleureux et lumineux. Vous pourrez notamment y effectuer une réunion dans une salle dédiée et faire appel à un traiteur (avec déjeuner assis, dans un service porcelaine française Pillivuyt et verres Guy Degrenne).
Objectifs :

Développer la créativité.
Nourrir l'esprit d'équipe.

Les + : 

Des techniques et astuces de cuisine partagées par le chef à reproduire à la maison.
Des recettes à inventer et réaliser avec les conseils et astuces d’un chef.
Un panier garni à disposition avec des ingrédients locaux et de saison.
Des ingrédients pouvant être choisis 100% vegan, casher, halal ou gluten free pour +10€/pers.

"
Chasse au trésor au musée du Louvre - Paris 1er - Team building,https://www.babasport.fr/images/uploads/activity_attachment/path/1954/Le_Tre_sor_du_Louvre_-_4.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/620-hors-piste-le-tresor-du-louvre-team-building-au-musee-du-louvre-paris-1er,Paris,Team building,,,60 €,"
Une chasse au Trésor à l’image des lieux : à la fois classique et extrêmement moderne. Vous (re)découvrirez le département des Peintures du Musée du Louvre (peintures françaises, italiennes et espagnoles), avec une partie extérieure dédiée au jardin des Tuileries et aux colonnes de Buren.
Découvrirez-vous à qui appartient cette main ? Ce sourire ? Ce manteau aux lourds plis cassés ? Soyez observateurs, dans cette recherche personne n’est de trop !
Comment ? Répartis par équipes, partez à la recherche d’énigmes cachées autour de vous, résolvez-les et vous parviendrez progressivement à décoder les coordonnées du Trésor. But du jeu :La première équipe qui trouve le Trésor, remporte son contenu !
Pourquoi faire cette chasse au Trésor ?

Le Louvre est un lieu magnifique, incontournable, qu’on ne se lasse jamais de redécouvrir.
Une approche ludique et novatrice du plus grand musée du monde.
C’est une activité accessible à tous, qu’on soit féru d’art ou non.

Activité disponible en anglais.
"
Olympiades Koh-Lanto en extérieur au Lac Daumesnil,https://www.babasport.fr/images/uploads/activity_attachment/path/31463/KLBABASPORT105.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/5683-olympiades-avec-epreuves-types-koh-lanto-au-lac-daumesnil,Paris,Activité Sportive,4.55,116,280 €,"
Pour un Team Building, pour un EVG ou un EVJF en extérieur au Lac Daumesnil, vous avez trouvé l'activité qu'il vous faut ! Entre défis sportifs, ludiques et intellectuels, les épreuves sont inspirées de la célèbre émission de télévision.
Vous êtes piégés sur l'île maudite de Tula-Hu, qui est infestée de serpents venimeux les plus mortels du monde, les Jararaca. Vous devrez percer le secret de l'île et vous emparer du totem. Vous formerez 2 équipes pour vous affronter sur des épreuves insolites : dégustation d'insectes, tir à la corde et même l'épreuve des poteaux... Faites-vous confiance, serrez-vous les coudes et tirer le meilleur de chacun !
Alliances, coopération, surpassez-vous !
5 activités réalisées lors de cette bataille :

Construisez votre abri ;
Ouvrez l'oeil ;
Protégez-vous des serpents ;
Unissez-vous ;
Emparez-vous du totem.

Ne lâchez rien !
"
Jeu de piste et Rallye Bière - Paris 18,https://www.babasport.fr/images/uploads/activity_attachment/path/24947/1.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/137-jeux-de-piste-rallye-biere-paris-75018,Paris,Activités urbaines,4.57,47,34 €,"
Muni de votre road book, vous envahissez les rues du 18è arr. de Paris pour trouver des indices, résoudre des énigmes, et surtout déguster des bières artisanales !
Suite à un braquage dans l'une des célèbres brasseries de Montmartre en 1935, partez à la recherche du butin volé de Coco Magot, planqué dans un ancien bistrot du quartier et jamais retrouvé à ce jour.
Ce jeu de piste autour du monde de la bière vous permettra de découvrir autrement le 18ème arrondissement et notamment son passé sulfureux lorsque les truands y faisaient la loi. Au fil des rues pavées, au charme infini, vous passerez devant les monuments emblématiques du quartier : le Sacré Cœur, le mur des Je T’aime et le Moulin Rouge.
Afin de retrouver le bistrot convoité, 3 étapes sont prévues sur le parcours.
Vous dégusterez donc 3 bières que vous devrez analyser pour répondre au mieux au « questionnaire de dégustation ». Une activité à partager entre amis, à l'occasion d'un anniversaire, d'un enterrement de vie de jeune fille ou de garçon mais aussi lors d'un team building. Afin de convenir à toutes et tous, une alternative à la bière est proposée.
Pourquoi faire ce jeu de piste ?

C'est une animation ludique, participative et conviviale.
Dégustation gourmande de trois bières d'exception.
Vous serez amené à vous creuser la tête pour relever les différents défis proposés : challenge photo, questionnaire d'observation relatif à votre parcours, challenge d'orientation et quiz de dégustation.
C'est également une visite culturelle pour apprendre l’histoire des rues et monuments du XVIIIe arrondissement.
Parce que vous aimez la bière ou que vous souhaitez vous initier à sa dégustation ;)

"
Rallye photo à Paris - City Game Digital,https://www.babasport.fr/images/uploads/activity_attachment/path/32364/D%C3%A9fi_trompe_l_oeil_10.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6826-rallye-photo-paris-particuliers-team-building,Paris,Activités insolites,4.0,2,14 €,"
À la recherche d'une expérience photographique inoubliable ? Découvrez notre rallye photo qui allie de l'exploration, de la découverte et du fun, le tout avec vos smartphones !Vous explorerez une dizaine d'étapes en ville, passant par les plus beaux lieux d'intérêt. À chaque étape, relevez deux challenges : capturez une photo particulière de votre groupe et un défi lié à la culture et aux techniques photographiques. Chaque défi vous mènera vers un lieu emblématique, parfait pour immortaliser des moments inoubliables et époustouflants !

Sur une dizaine d'étapes en ville, vous devrez créer une photo avec vos téléphones, soyez le plus créatif possible !
Vous allez mettre votre culture photographique à l'épreuve avec une série de défis exigeants, incluant des hommages à des photos emblématiques et des techniques innovantes. 
On vous apprend à prendre les plus belles photos, même avec un simple smartphone. On vous donne les clés pour développer une nouvelle compétence qui stimule votre créativité !
Attendez vous à des surprises tout au long du parcours pour pimenter l'aventure !

Ce qui vous attend :

Des défis photos, quelques QCM et énigmes bonus ;
2 à 5 personnes par équipe en configuration recommandée ;
1h30 à 3h d'activité.

Activité possible à faire en Français et en Anglais.
"
Initiation à la dégustation de Bières à Rennes,https://www.babasport.fr/images/uploads/activity_attachment/path/13647/beers-1283566_1280.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/3267-degustation-bierologie-biere-rennes,Rennes,Activités urbaines,4.57,7,"43,99 €","
Comme pour l’œnologie, de nombreux ateliers ont vu le jour depuis que la bière artisanale est à la mode.
Ainsi, nous vous proposons 2 heures de cours de biérologie dans un cadre très sympa d’une cave à vin dans le centre de Rennes.
Participez ou offrez un cours de dégustation de 6 ou 12 bières à l’aveugle à travers un parcours sensoriel ludique, convivial et éducatif en parfaite adéquation avec les très bons mets proposés (charcuterie/fromage).
Deux formules au choix :

Découverte initiation dégustation : 6 bières
Sensation dégustation : 12 bières

Pourquoi ne pas profiter de ce joli moment de plaisir pour entraîner son palais et affiner ses qualités de biérologue ? La bière, ça se regarde, ça se sent, ça se goûte : ça se déguste !
Les supports de dégustations vous seront offerts pour garder une trace de votre initiation.Environ 1 date / mois. 
"
Escape Game Outdoor avec GoPro à Rennes,https://www.babasport.fr/images/uploads/activity_attachment/path/19354/1__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/4672-escape-game-outdoor-avec-gopro-a-rennes,Rennes,Activités urbaines,5.0,3,18 €,"
🕵️‍♀️ L'Escape Game nouvelle génération à Rennes ! Parcourez les rues de la ville équipés d'une carte, d’un téléphone pour recevoir des vidéos et d'une GoPro pour que le Game Master suive votre session !🎥
Entre patrimoine, découverte, et adrénaline, plongez au cœur de la ville pour résoudre toutes les énigmes en moins d'une heure !🧭
🎉 Formule EVG/EVJF
Choisissez entre rester ensemble ou former 2 équipes en compétition, ambiance Pékin Express garantie !🏃🏃
Le petit : Repartez avec la vidéo de l’aventure de la future mariée !C’est l’occasion de se retrouver quelques jours après la session pour revivre l’heure de jeu…Et avoir des séquences pour le mariage !!!💒
🏛️ Team Building
Formez des équipes entre 6 et 10 participants, et affrontez vos collègues sur notre parcours. Ambiance Pékin Express / La Carte au trésor garanti !🗺️🪙Le jeu dure 1h. Comptez 30 minutes supplémentaires pour le briefing et le débriefing, qui seront animés par un Game Master.🕵️
1 GoPro sera fournie aux participants volontaires afin de filmer ce moment ! Vous repartirez alors avec la carte SD remplie de souvenirs !📹
"
Jeu de piste engagé à Rennes ,https://www.babasport.fr/images/uploads/activity_attachment/path/15713/jeu-piste-rennes__1___1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/3852-jeu-de-piste-solidaire-rennes,Rennes,Activités urbaines,4.58,24,30 €,"
Un jeu de piste, c'est l'occasion de :

Faire des rencontres.
S'étonner à plusieurs.
Découvrir des endroits atypiques.
Découvrir et soutenir des initiatives locales.

Entrez dans le monde du zéro déchet, du commerce équitable, du circuit court et de l’économie circulaire. Sur votre chemin, ne vous dégonflez pas devant mamie et ses drôles d’animaux. Tout au long du parcours, n’en perdez pas la tête, ni l’heure, un monde de gourmandises s’offre à vous.Guidés par une feuille de route, vous allez (re) découvrir le centre-ville de Rennes en faisant des équipes de 6 à 8 personnes. L’organisatrice vous transmettra le nombre d’équipes à constituer. Moment convivial et rencontres inattendues au programme, Rennes vous partage tous ses petits secrets.
Et si la ville était synonyme de rencontres, d’échanges, de convivialité, de pause ?Alors pourquoi voyager loin quand on peut s’évader proche de chez soi.Découvrez Rennes comme vous ne l’avez jamais vue et soyez votre propre guide.Nous vous proposons un jeu de piste tout au long de l’année pour découvrir des initiatives locales, positives et solidaires tout en profitant d’un temps de répit.Vous souhaitez vous échapper du quotidien effréné ? Venez vivre un moment de partage, de rencontres, de détente, en famille ou entre amis pour un jeu de piste classique ou personnalisé ou même avec vos collaborateurs bénévoles, salariés ou autre pour un jeu de piste Team-Building. Comptez 2 à 3 heures d’activité afin de prendre votre temps (à préciser lors de la réservation).
Alors, embarquez pour une expérience authentique et locale, prêt à relever tous les défis avec votre équipe et explorer avec un nouveau regard des lieux familiers (ou pas).
"
Rallye photo à Rennes - City Game Digital,https://www.babasport.fr/images/uploads/activity_attachment/path/32977/D%C3%A9fi_cr%C3%A9activit%C3%A9_2.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6914-rallye-photo-rennes-particuliers-team-building,Rennes,Activités insolites,4.0,2,14 €,"
À la recherche d'une expérience photographique inoubliable ? Découvrez notre rallye photo qui allie de l'exploration, de la découverte et du fun. Vous explorerez une dizaine d'étapes en ville, passant par les plus beaux lieux d'intérêt. À chaque étape, relevez deux challenges : capturez une photo particulière de votre groupe et un défi lié à la culture et aux techniques photographiques. Chaque défi vous mènera vers un lieu emblématique, parfait pour immortaliser des moments inoubliables et époustouflants !

Sur une dizaine d'étapes en ville, vous devrez créer une photo, soyez le plus créatif possible !
Vous allez mettre votre culture photographique à l'épreuve avec une série de défis exigeants, incluant des hommages à des photos emblématiques et des techniques innovantes. 
On vous apprend à prendre les plus belles photos, même avec un simple smartphone. On vous donne les clés pour développer une nouvelle compétence qui stimule votre créativité !
Attendez vous à des surprises tout au long du parcours pour pimenter l'aventure !

Ce qui vous attend :

Des défis photos, quelques QCM et énigmes bonus ;
2 à 5 personnes par équipe en configuration recommandée ;
1h30 à 3h d'activité.

Activité possible à faire en Français et en Anglais.
"
Rallye gourmand à Rennes - City game digital,https://www.babasport.fr/images/uploads/activity_attachment/path/34653/Gourmand_int%C3%A9rieur_4__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/7131-rallye-gourmand-rennes-particuliers-team-building,Rennes,Activités insolites,4.0,2,33 €,"
Plongez dans l'univers délicieux de la cuisine en vous lançant dans des défis excitants directement depuis vos smartphones et ce, tout au long de votre parcours. Explorez les délices culinaires de la région tout en parcourant la ville ! Entre les arrêts dégustations et les défis ludiques et gourmands, vous allez devoir faire preuve d'esprit d'équipe tout au long de l'activité ! Chaque défi ajoutera une touche ludique à votre aventure gastronomique.Le principe est simple : 
- Vous serez en équipes composées de 2 à 5 personnes.- Chaque équipe évolue en autonomie et arpente les rues grâce à la géolocalisation. Vous vous rendez sur les points d'intérêt pour accéder aux différents défis.
Ce qui vous attend : 

1 à 2 Arrêts dégustations sur le parcours ;
Quiz et QCM ;
Blind test ;
Défis photos sur la gastronomie ;
Culture générale, anecdotes insolites, actualités gourmandes liées à la ville ;
Défis fun et créatifs !
Expérience gastronomique et compétitive : chaque équipe joue avec l’objectif de remporter le plus de points.

Laissez votre appétit vous guider dans ce rallye culinaire qui vous réserve de délicieuses surprises et des défis à relever. À vos fourchettes, prêts, partez !
"
City game digital à Rennes - Jeu de piste et défis,https://www.babasport.fr/images/uploads/activity_attachment/path/33944/Photo_de_groupe_12__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/7045-city-game-digital-rennes-jeu-interactif-culturef-competitif,Rennes,Activités insolites,4.0,2,14 €,"
Envie de vivre une expérience excitante en autonomie en explorant la ville ? Que ce soit à travers une balade culturelle ou en relevant des défis palpitants en compétition, découvrez une activité idéale pour des sorties entre amis ou en famille mais aussi pour des Team Building pour renforcer la cohésion d'équipe, stimuler la communication et mettre en avant votre marque employeur !
On vous propose 2 modes de jeu aussi divertissants les uns que les autres, à vous de choisir :

City game culturel et convivial : balade culturelle pour ceux qui cherchent à parcourir la ville tranquillement. Vous découvrirez le centre et visiterez les différents points d'intérêts intégrés à notre plateforme de jeu. Chaque point d'intérêt contiendra un descriptif culturel et historique et des défis en lien avec le lieu visité (patrimoine, culture générale, anecdotes insolites et actualité liée à la ville) ;
City game compétitif et challengeant : si vous êtes de grands compétiteurs, vous devez choisir cette option. Plus de 30 étapes et autant de challenges, une course contre la montre vous attend, comme le format culturel mais avec un fonctionnement plus compétitif et sportif. Vous aurez un temps limité pour vous rendre sur certaines balises, rencontrer des challenges pour les relever avec tactique et stratégie. L'objectif : réaliser le plus de défis possible en un minimum de temps ! (bonus, malus, questions funs et décalées). Préparez-vous à une bonne dose d'adrénaline !

Ce qu'il faut savoir :- Les défis qui vous attendent : QCM, questions ouvertes, blind-tests, défis photo...- 2 à 5 personnes par équipe.- L'activité se fait avec vos smartphones/tablettes sur demande pour les entreprises.- 1h30 à 3h d'activité. 
Activité possible à faire en Français et en Anglais.
"
Rallye gourmand à Strasbourg - City game digital,https://www.babasport.fr/images/uploads/activity_attachment/path/31271/gourmand2__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6765-rallye-gourmand-strasbourg-particuliers-team-building,Strasbourg,Activités insolites,4.0,2,33 €,"
Plongez dans l'univers délicieux de la cuisine strasbourgeoise en vous lançant dans des défis excitants directement depuis vos smartphones et ce, tout au long de votre parcours. Explorez les délices culinaires de la région tout en parcourant la ville ! Entre les arrêts dégustations et les défis ludiques et gourmands, vous allez devoir faire preuve d'esprit d'équipe tout au long de l'activité ! Chaque défi ajoutera une touche ludique à votre aventure gastronomique.Le principe est simple : 
- Vous serez en équipes composées de 2 à 5 personnes.- Chaque équipe évolue en autonomie et arpente les rues grâce à la géolocalisation. Vous vous rendez sur les points d'intérêt pour accéder aux différents défis.
Ce qui vous attend : 

1 à 2 Arrêts dégustations sur le parcours ;
Quiz et QCM ;
Blind test ;
Défis photos sur la gastronomie ;
Culture générale, anecdotes insolites, actualités gourmandes liées à la ville ;
Défis fun et créatifs !
Expérience gastronomique et compétitive : chaque équipe joue avec l’objectif de remporter le plus de points.

Laissez votre appétit vous guider dans ce rallye culinaire qui vous réserve de délicieuses surprises et des défis à relever. À vos fourchettes, prêts, partez !
"
City game digital à Strasbourg 67 - Jeu de piste et défis,https://www.babasport.fr/images/uploads/activity_attachment/path/32105/pexels-william-fortunato-6140644.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6814-city-game-digital-jeu-interactif-culturef-competitif,Strasbourg,Activités insolites,4.0,2,14 €,"
Envie de vivre une expérience excitante en autonomie en explorant la ville ? Que ce soit à travers une balade culturelle ou en relevant des défis palpitants en compétition, découvrez une activité idéale pour des sorties entre amis ou en famille mais aussi pour des Team Building pour renforcer la cohésion d'équipe, stimuler la communication et mettre en avant votre marque employeur !
On vous propose 2 modes de jeu aussi divertissants les uns que les autres, à vous de choisir :

City game culturel et convivial : balade culturelle pour ceux qui cherchent à parcourir la ville tranquillement. Vous découvrirez le centre et visiterez les différents points d'intérêts intégrés à notre plateforme de jeu. Chaque point d'intérêt contiendra un descriptif culturel et historique et des défis en lien avec le lieu visité (patrimoine, culture générale, anecdotes insolites et actualité liée à la ville) ;
City game compétitif et challengeant : si vous êtes de grands compétiteurs, vous devez choisir cette option. Plus de 30 étapes et autant de challenges, une course contre la montre vous attend, comme le format culturel mais avec un fonctionnement plus compétitif et sportif. Vous aurez un temps limité pour vous rendre sur certaines balises, rencontrer des challenges pour les relever avec tactique et stratégie. L'objectif : réaliser le plus de défis possible en un minimum de temps ! (bonus, malus, questions funs et décalées). Préparez-vous à une bonne dose d'adrénaline !

Ce qu'il faut savoir :- Les défis qui vous attendent : QCM, questions ouvertes, blind-tests, défis photo...- 2 à 5 personnes par équipe.- L'activité se fait avec vos smartphones/tablettes sur demande pour les entreprises.- 1h30 à 3h d'activité. 
Activité possible à faire en Français et en Anglais.
"
Le Défi du Vin à Strasbourg - à domicile ou Lieu de votre choix ,https://www.babasport.fr/images/uploads/activity_attachment/path/30343/exxxe.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6591-defi-du-vins-strasbourg-lieu-de-votre-choix,Strasbourg,Activités urbaines,,,39 €,"
À la recherche d'un défi inoubliable et hilarant ? Relevez le Défi du Vin ! une activité idéale pour les EVG, EVJF et Team Building. Rassemblez vos amis ou collègues, formez une ou plusieurs équipes et lancez-vous dans 6 épreuves aussi insolites que divertissantes autour du vin !

Jeu du sens  : Sentez puis dégustez les vins et essayez de trouver les arômes qu'ils contiennent.
Juste prix : Saurez-vous reconnaitre la valeur des vins à l'aveugle ? (3 vins à tester de à 5€, 10 et 20€)
Quiz : un quiz fun et décalé de 10 questions autour du vin vous attend ! Qui sera le plus grand expert parmi vous ? 
Course aux bouchons : qui sera la plus rapide pour déboucher le vin le plus vite possible ?
Oscar du Mime : faites la meilleure imitation d'un sommelier. Qui saura briller sur la scène et remporter le titre du meilleur acteur ?
Blind test : pour finir le défi en beauté, une épreuve de connaissances musicales autour du vin et de ses adeptes vous attend.

Nous nous déplaçons chez vous pour vous faire découvrir ce nouveau jeu !Alors, prêts à défier vos sens dans une expérience oenologique inoubliable ?
"
Le rallye de la mariée - City game spécial EVJF à Strasbourg,https://www.babasport.fr/images/uploads/activity_attachment/path/30165/La_rallye_de_la_mari%C3%A9e_-_Jeu_de_piste_sp%C3%A9cial_EVJF_5__2___1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6557-le-rallye-de-la-mariee-city-game-special-evjf-a-strasbourg,Strasbourg,EVJF,4.0,2,9 €,"
Embarquez dans une aventure sur-mesure truffée d'anecdotes sur la future mariée et faites de l'EVJF un super moment avec le RALLYE de la mariée qui comprend : 

Une balade ludique du centre-ville ;
8 à 12 points d'étapes constitués de challenges funs (et personnalisés avec l'option) ;
Une spécialité locale à découvrir si vous choisissez l'option stop gourmand.

Au cœur de la ville, vous pourrez découvrir le patrimoine et les curiosités du centre ville tout en réalisant des épreuves et défis autour de la future mariée, le tout avec vos propres smartphones !
Vous parcourez 8 à 12 points d'étapes constitués de 3 questions, challenges et défis. Celles-ci prennent la forme d'une question d'observation ou de culture générale sur la ville et de défis funs (Blind tests, challenge photo et questions)
Profitez également en option d'une spécialité locale à emporter lors d'une des étapes et d'une personnalisation des questions pour la faire à votre sauce.
C'est un jeu en autonomie à réaliser à votre rythme et sans contrainte horaire !
Pourquoi faire cette activité ?

Un Jeu 100% personnalisé pensé pour les enterrements de vie de jeune fille ;
Un bon moyen de découvrir la destination de l'EVJF ;
Un moment fun et de partage ;
Des souvenirs pour la future mariée (bon pour des photos à imprimer) ;
Une spécialité locale à découvrir.
Vous jouerez avec vos propres smartphones en toute autonomie !

Alors prêtes à relever les défis et à découvrir cette expérience unique avant le JOUR J ?Pour tirer pleinement parti de votre EVJF et capturer vos plus beaux moments, on vous propose d'inclure le Shooting photo à Strasbourg  dans votre programme !
"
Jeu de piste et Rallye Bière - Strasbourg,https://www.babasport.fr/images/uploads/activity_attachment/path/5986/SBT1.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/1003-echappee-biere-jeux-de-piste-rallye-biere-strasbourg,Strasbourg,Activités urbaines,4.81,26,29 €,"
Muni de votre road book, vous envahissez les rues de Strasbourg pour trouver des indices, résoudre des énigmes, et surtout déguster des bières artisanales !!Ce jeu de piste autour du monde de la bière vous permettra de découvrir le Strasbourg de la Renaissance sous un autre angle.4 étapes sont prévues sur le parcours, vous dégusterez donc 4 bières que vous devrez analyser pour répondre au mieux au « questionnaire de dégustation ». Une activité à partager entre amis ou à l'occasion d'un anniversaire, d'un enterrement de vie de jeune fille ou de garçon.Un suivi à distance est opéré par nos animateurs qui vous accueillent à votre arrivée pour corriger vos réponses. Un cadeau est remis à l’équipe gagnante suite au jeu de piste.Pourquoi faire ce jeu de piste ?

C'est une animation ludique, participative et conviviale
Dégustation gourmande de quatre bières d'exception. 
Vous serez amené à vous creuser la tête pour relever les différents défis proposés :road book relatif à votre parcours, challenge d'orientation et quiz de dégustation
C'est également une visite culturelle pour apprendre l’histoire des rues et monuments de Strasbourg
Parce que vous aimez la bière ou que vous souhaitez vous initier à sa dégustation :)

"
Balade et Visite guidée de Strasbourg en Segway ,https://www.babasport.fr/images/uploads/activity_attachment/path/16046/147__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/1300-balade-et-visite-guidee-de-strasbourg-en-segway,Strasbourg,Activités urbaines,4.8,30,49 €,"
Découvrez ou redécouvrez la ville de Strasbourg avec une balade en gyropode Segway ! Entre amis, famille ou à l'occasion de vos team building.
C'est une expérience parfaite pour s'immerger dans Strasbourg, (re)découvrir la ville ou la nature, les monuments historiques, le parlement européen et se laisser surprendre par la conduite intuitive et amusante du segway.
Les guides-instructeurs vous accompagneront durant toute la balade et sauront vous mettre en confiance sur le gyropode Segway. Ils connaissent la ville sur le bout des doigts, afin de vous montrer les lieux les plus insolites et vous raconter les anecdotes les plus décalées.
Pourquoi choisir cette activité ? 

(Re)découvrir Strasbourg de manière originale
C'est une activité ludique, sécurisée et accessible à tous
Passez un moment convivial avec des guides locaux passionnés

Pour les Team Building et Incentives --> Les horaires peuvent être établis sur mesure. 
L'activité est accessible de 45kg à 118kg, non accessible aux femmes enceintes
Activité disponible en allemand, anglais et espagnol.
"
